time_days,model_velocity_ms
0.000000000000000000e+00,-1.964516714278367360e+01
8.865052026013036102e-01,-2.035634316645127839e+01
1.773010405202607220e+00,-2.106753427590382088e+01
2.659515607803911053e+00,-2.177871327042993244e+01
3.546020810405214441e+00,-2.248985284606127166e+01
4.432526013006517829e+00,-2.320092559678931110e+01
5.319031215607822105e+00,-2.391190401580430347e+01
6.205536418209125493e+00,-2.462276049675682543e+01
7.092041620810428881e+00,-2.533346733504215820e+01
7.978546823411732269e+00,-2.604399672910750851e+01
8.865052026013035658e+00,-2.675432078178145545e+01
9.751557228614339934e+00,-2.746441150162652889e+01
1.063806243121564421e+01,-2.817424080431458577e+01
1.152456763381694671e+01,-2.888378051402450453e+01
1.241107283641825099e+01,-2.959300236486306090e+01
1.329757803901955349e+01,-3.030187800230843109e+01
1.418408324162085776e+01,-3.101037898467619058e+01
1.507058844422216204e+01,-3.171847678460835951e+01
1.595709364682346454e+01,-3.242614279058514626e+01
1.684359884942476882e+01,-3.313334830845892043e+01
1.773010405202607132e+01,-3.384006456301141696e+01
1.861660925462737737e+01,-3.454626269953325846e+01
1.950311445722867987e+01,-3.525191378542601939e+01
2.038961965982998237e+01,-3.595698881182678974e+01
2.127612486243128842e+01,-3.666145869525549728e+01
2.216263006503259092e+01,-3.736529427928423530e+01
2.304913526763389342e+01,-3.806846633622919995e+01
2.393564047023519592e+01,-3.877094556886486032e+01
2.482214567283650197e+01,-3.947270261216020515e+01
2.570865087543780447e+01,-4.017370803503717980e+01
2.659515607803910697e+01,-4.087393234215139159e+01
2.748166128064041303e+01,-4.157334597569406753e+01
2.836816648324171553e+01,-4.227191931721663565e+01
2.925467168584301803e+01,-4.296962268947667241e+01
3.014117688844432408e+01,-4.366642635830515928e+01
3.102768209104562658e+01,-4.436230053449578037e+01
3.191418729364692908e+01,-4.505721537571530888e+01
3.280069249624823158e+01,-4.575114098843513943e+01
3.368719769884953763e+01,-4.644404742988404422e+01
3.457370290145084368e+01,-4.713590471002189020e+01
3.546020810405214263e+01,-4.782668279353403307e+01
3.634671330665344868e+01,-4.851635160184650886e+01
3.723321850925475474e+01,-4.920488101516144752e+01
3.811972371185605368e+01,-4.989224087451313494e+01
3.900622891445735974e+01,-5.057840098384391325e+01
3.989273411705866579e+01,-5.126333111209999771e+01
4.077923931965996474e+01,-5.194700099534744453e+01
4.166574452226127079e+01,-5.262938033890704048e+01
4.255224972486257684e+01,-5.331043881950920849e+01
4.343875492746387579e+01,-5.399014608746738020e+01
4.432526013006518184e+01,-5.466847176887101512e+01
4.521176533266648079e+01,-5.534538546779657509e+01
4.609827053526778684e+01,-5.602085676853752005e+01
4.698477573786909289e+01,-5.669485523785227343e+01
4.787128094047039184e+01,-5.736735042723021394e+01
4.875778614307169789e+01,-5.803831187517543810e+01
4.964429134567300395e+01,-5.870770910950798083e+01
5.053079654827430289e+01,-5.937551164968225947e+01
5.141730175087560895e+01,-6.004168900912222995e+01
5.230380695347691500e+01,-6.070621069757388710e+01
5.319031215607821395e+01,-6.136904622347328342e+01
5.407681735867952000e+01,-6.203016509633106779e+01
5.496332256128082605e+01,-6.268953682913311098e+01
5.584982776388212500e+01,-6.334713094075606676e+01
5.673633296648343105e+01,-6.400291695839824513e+01
5.762283816908473710e+01,-6.465686442002588308e+01
5.850934337168603605e+01,-6.530894287683319988e+01
5.939584857428734210e+01,-6.595912189571718898e+01
6.028235377688864816e+01,-6.660737106176611633e+01
6.116885897948994710e+01,-6.725365998076146923e+01
6.205536418209125316e+01,-6.789795828169343395e+01
6.294186938469255921e+01,-6.854023561928902097e+01
6.382837458729385816e+01,-6.918046167655217005e+01
6.471487978989516421e+01,-6.981860616731715652e+01
6.560138499249646316e+01,-7.045463883881252798e+01
6.648789019509777631e+01,-7.108852947423723379e+01
6.737439539769907526e+01,-7.172024789534724221e+01
6.826090060030037421e+01,-7.234976396505318519e+01
6.914740580290168737e+01,-7.297704759002762387e+01
7.003391100550298631e+01,-7.360206872332287276e+01
7.092041620810428526e+01,-7.422479736699769148e+01
7.180692141070559842e+01,-7.484520357475288677e+01
7.269342661330689737e+01,-7.546325745457602352e+01
7.357993181590819631e+01,-7.607892917139372457e+01
7.446643701850950947e+01,-7.669218894973204215e+01
7.535294222111080842e+01,-7.730300707638397739e+01
7.623944742371210737e+01,-7.791135390308389219e+01
7.712595262631342052e+01,-7.851719984918817374e+01
7.801245782891471947e+01,-7.912051540436229402e+01
7.889896303151601842e+01,-7.972127113127280040e+01
7.978546823411733158e+01,-8.031943766828484854e+01
8.067197343671863052e+01,-8.091498573216406953e+01
8.155847863931992947e+01,-8.150788612078252982e+01
8.244498384192124263e+01,-8.209810971582859906e+01
8.333148904452254158e+01,-8.268562748551988761e+01
8.421799424712384052e+01,-8.327041048731861395e+01
8.510449944972515368e+01,-8.385242987064971487e+01
8.599100465232645263e+01,-8.443165687962023469e+01
8.687750985492775158e+01,-8.500806285574034860e+01
8.776401505752905052e+01,-8.558161924064468451e+01
8.865052026013036368e+01,-8.615229757881448336e+01
8.953702546273166263e+01,-8.672006952029902038e+01
9.042353066533296158e+01,-8.728490682343657170e+01
9.131003586793427473e+01,-8.784678135757395978e+01
9.219654107053557368e+01,-8.840566510578459258e+01
9.308304627313687263e+01,-8.896153016758401577e+01
9.396955147573818579e+01,-8.951434876164275067e+01
9.485605667833948473e+01,-9.006409322849584953e+01
9.574256188094078368e+01,-9.061073603324881276e+01
9.662906708354209684e+01,-9.115424976827875980e+01
9.751557228614339579e+01,-9.169460715593130828e+01
9.840207748874469473e+01,-9.223178105121145620e+01
9.928858269134600789e+01,-9.276574444446923451e+01
1.001750878939473068e+02,-9.329647046407845323e+01
1.010615930965486058e+02,-9.382393237910855532e+01
1.019480982991499189e+02,-9.434810360198918033e+01
1.028346035017512179e+02,-9.486895769116669896e+01
1.037211087043525168e+02,-9.538646835375195110e+01
1.046076139069538300e+02,-9.590060944815928679e+01
1.054941191095551289e+02,-9.641135498673560278e+01
1.063806243121564279e+02,-9.691867913837974413e+01
1.072671295147577410e+02,-9.742255623115063656e+01
1.081536347173590400e+02,-9.792296075486477491e+01
1.090401399199603389e+02,-9.841986736368171762e+01
1.099266451225616521e+02,-9.891325087867727461e+01
1.108131503251629510e+02,-9.940308629040413280e+01
1.116996555277642500e+02,-9.988934876143882491e+01
1.125861607303655632e+02,-1.003720136289154397e+02
1.134726659329668621e+02,-1.008510564070441262e+02
1.143591711355681610e+02,-1.013264527896155300e+02
1.152456763381694742e+02,-1.017981786524892698e+02
1.161321815407707732e+02,-1.022662100560666971e+02
1.170186867433720721e+02,-1.027305232477471293e+02
1.179051919459733853e+02,-1.031910946643671707e+02
1.187916971485746842e+02,-1.036479009346224558e+02
1.196782023511759832e+02,-1.041009188814714435e+02
1.205647075537772963e+02,-1.045501255245206949e+02
1.214512127563785953e+02,-1.049954980823909949e+02
1.223377179589798942e+02,-1.054370139750642892e+02
1.232242231615812074e+02,-1.058746508262100434e+02
1.241107283641825063e+02,-1.063083864654916511e+02
1.249972335667838053e+02,-1.067381989308515102e+02
1.258837387693851184e+02,-1.071640664707745003e+02
1.267702439719864174e+02,-1.075859675465297158e+02
1.276567491745877163e+02,-1.080038808343895340e+02
1.285432543771890153e+02,-1.084177852278259024e+02
1.294297595797903284e+02,-1.088276598396828660e+02
1.303162647823916416e+02,-1.092334840043255753e+02
1.312027699849929263e+02,-1.096352372797646382e+02
1.320892751875942395e+02,-1.100328994497558597e+02
1.329757803901955526e+02,-1.104264505258745572e+02
1.338622855927968374e+02,-1.108158707495640840e+02
1.347487907953981505e+02,-1.112011405941584457e+02
1.356352959979994637e+02,-1.115822407668780443e+02
1.365218012006007484e+02,-1.119591522107984645e+02
1.374083064032020616e+02,-1.123318561067919745e+02
1.382948116058033747e+02,-1.127003338754406911e+02
1.391813168084046595e+02,-1.130645671789219620e+02
1.400678220110059726e+02,-1.134245379228647010e+02
1.409543272136072858e+02,-1.137802282581767344e+02
1.418408324162085705e+02,-1.141316205828425865e+02
1.427273376188098837e+02,-1.144786975436914673e+02
1.436138428214111968e+02,-1.148214420381349754e+02
