star_x_au,star_z_au,planet_x_au,planet_z_au
4.428468652915654993e-04,1.883971957029366092e-04,-5.989760223664314376e-01,-2.548181137803475216e-01
4.414425754166600188e-04,1.937173924904319895e-04,-5.970766390142051572e-01,-2.620139879294906549e-01
4.399695019149965050e-04,1.990074058419267296e-04,-5.950842218248031390e-01,-2.691690372340792559e-01
4.384282176215501046e-04,2.042665667607765606e-04,-5.929995455906907909e-01,-2.762823568374227490e-01
4.368192954961257982e-04,2.094942154923205586e-04,-5.908233852731744618e-01,-2.833530543831480619e-01
4.351433085749084411e-04,2.146897013159823966e-04,-5.885565159368677524e-01,-2.903802497340042810e-01
4.334008299268043269e-04,2.198523823413844728e-04,-5.861997126906424160e-01,-2.973630746960960747e-01
4.315924326143968448e-04,2.249816253084332539e-04,-5.837537506348178251e-01,-3.043006727484863227e-01
4.297186896593471490e-04,2.300768053913309220e-04,-5.812194048143638492e-01,-3.111921987781116061e-01
4.277801740120769380e-04,2.351373060064701178e-04,-5.785974501778948786e-01,-3.180368188199477197e-01
4.257774585255768413e-04,2.401625186241629654e-04,-5.758886615422436073e-01,-3.248337098023634240e-01
4.237111159331917128e-04,2.451518425841604136e-04,-5.730938135624158436e-01,-3.315820592975985415e-01
4.215817188302404769e-04,2.501046849149113696e-04,-5.702136807067287316e-01,-3.382810652773024507e-01
4.193898396593316938e-04,2.550204601565151134e-04,-5.672490372369495271e-01,-3.449299358730661402e-01
4.171360506992462052e-04,2.598985901873166588e-04,-5.642006571932595138e-01,-3.515278891418829321e-01
4.148209240572607115e-04,2.647385040540969491e-04,-5.610693143838708652e-01,-3.580741528364708715e-01
4.124450316647923693e-04,2.695396378058082312e-04,-5.578557823791349124e-01,-3.645679641803897808e-01
4.100089452762509462e-04,2.743014343308051691e-04,-5.545608345099908298e-01,-3.710085696478871431e-01
4.075132364709887047e-04,2.790233431975219845e-04,-5.511852438706021928e-01,-3.773952247484052558e-01
4.049584766582446887e-04,2.837048204985480847e-04,-5.477297833250442949e-01,-3.837271938156835982e-01
4.023452370849829639e-04,2.883453286980513803e-04,-5.441952255179062226e-01,-3.900037498013905202e-01
3.996740888465312967e-04,2.929443364825022947e-04,-5.405823428886806781e-01,-3.962241740732187489e-01
3.969456028999289844e-04,2.975013186146497832e-04,-5.368919076898167608e-01,-4.023877562173795996e-01
3.941603500798988337e-04,3.020157557907026335e-04,-5.331246920083233531e-01,-4.084937938454317741e-01
3.913189011173604545e-04,3.064871345006676376e-04,-5.292814677908100895e-01,-4.145415924053821310e-01
3.884218266604083799e-04,3.109149468918013214e-04,-5.253630068718599944e-01,-4.205304649969944242e-01
3.854696972976798209e-04,3.152986906351263881e-04,-5.213700810056373092e-01,-4.264597321912463324e-01
3.824630835840427232e-04,3.196378687949711890e-04,-5.173034619006311452e-01,-4.323287218538736654e-01
3.794025560685367949e-04,3.239319897014867927e-04,-5.131639212574478082e-01,-4.381367689729423476e-01
3.762886853245058167e-04,3.281805668260997480e-04,-5.089522308095659753e-01,-4.438832154903908922e-01
3.731220419818591068e-04,3.323831186598576615e-04,-5.046691623669727900e-01,-4.495674101374859122e-01
3.699031967614079875e-04,3.365391685946279073e-04,-5.003154878626050461e-01,-4.551887082741362667e-01
3.666327205112223362e-04,3.406482448071082689e-04,-4.958919794015250182e-01,-4.607464717320112202e-01
3.633111842449572408e-04,3.447098801456122716e-04,-4.913994093127576623e-01,-4.662400686614108225e-01
3.599391591821022164e-04,3.487236120195901738e-04,-4.868385502037312351e-01,-4.716688733818367729e-01
3.565172167901077180e-04,3.526889822918500552e-04,-4.822101750172555490e-01,-4.770322662362144195e-01
3.530459288283480210e-04,3.566055371734426277e-04,-4.775150570909844627e-01,-4.823296334487195414e-01
3.495258673938797566e-04,3.604728271211770241e-04,-4.727539702193068183e-01,-4.875603669861614531e-01
3.459576049689604333e-04,3.642904067377333074e-04,-4.679276887176174182e-01,-4.927238644228806863e-01
3.423417144702904061e-04,3.680578346743407421e-04,-4.630369874889208037e-01,-4.978195288091141202e-01
3.386787692999488567e-04,3.717746735359914742e-04,-4.580826420927237019e-01,-5.028467685427921996e-01
3.349693433979913145e-04,3.754404897891602355e-04,-4.530654288161777288e-01,-5.078049972447242766e-01
3.312140112966821537e-04,3.790548536720025874e-04,-4.479861247474311026e-01,-5.126936336371359371e-01
3.274133481763370226e-04,3.826173391070050896e-04,-4.428455078511586152e-01,-5.175121014255242846e-01
3.235679299227499426e-04,3.861275236160629956e-04,-4.376443570462354438e-01,-5.222598291837946549e-01
3.196783331861845863e-04,3.895849882379608131e-04,-4.323834522855265483e-01,-5.269362502426487849e-01
3.157451354419095121e-04,3.929893174482344755e-04,-4.270635746377635100e-01,-5.315408025811938497e-01
3.117689150522601205e-04,3.963400990813943647e-04,-4.216855063714870511e-01,-5.360729287217440575e-01
3.077502513302094378e-04,3.996369242554886924e-04,-4.162500310410306437e-01,-5.405320756277888217e-01
3.036897246044354803e-04,4.028793872989911394e-04,-4.107579335745274451e-01,-5.449176946051040860e-01
2.995879162858705049e-04,4.060670856799954609e-04,-4.052100003639219628e-01,-5.492292412059834872e-01
2.954454089357218477e-04,4.091996199377020949e-04,-3.996070193569724593e-01,-5.534661751365698157e-01
2.912627863349543755e-04,4.122765936161843598e-04,-3.939497801512298891e-01,-5.576279601672711195e-01
2.870406335552257680e-04,4.152976132004217191e-04,-3.882390740899820392e-01,-5.617140640462414680e-01
2.827795370312696441e-04,4.182622880545906795e-04,-3.824756943601551606e-01,-5.657239584159143853e-01
2.784800846347173695e-04,4.211702303626047050e-04,-3.766604360921640415e-01,-5.696571187325817354e-01
2.741428657493595773e-04,4.240210550708956635e-04,-3.707940964617055246e-01,-5.735130241890012970e-01
2.697684713478396478e-04,4.268143798334331218e-04,-3.648774747934921958e-01,-5.772911576400325817e-01
2.653574940697803956e-04,4.295498249589756873e-04,-3.589113726669226345e-01,-5.809910055312903499e-01
2.609105283013430417e-04,4.322270133605557517e-04,-3.528965940236897247e-01,-5.846120578308212634e-01
2.564281702562175498e-04,4.348455705071947643e-04,-3.468339452773251397e-01,-5.881538079637941285e-01
2.519110180580494754e-04,4.374051243778519075e-04,-3.407242354246854399e-01,-5.916157527502146074e-01
2.473596718243020829e-04,4.399053054176105650e-04,-3.345682761593813948e-01,-5.949973923456641778e-01
2.427747337515607487e-04,4.423457464961061078e-04,-3.283668819871566336e-01,-5.982982301850705564e-01
2.381568082022829315e-04,4.447260828682039952e-04,-3.221208703432228426e-01,-6.015177729295239084e-01
2.335065017930001876e-04,4.470459521369367036e-04,-3.158310617115563934e-01,-6.046555304161458366e-01
2.288244234839777874e-04,4.493049942187095640e-04,-3.094982797461697244e-01,-6.077110156110289152e-01
