time_days,radial_velocity_ms,uncertainty_ms
3.258056612000335008e+03,-8.000000000000000444e-01,3.399999999999999911e+00
3.260066519000101835e+03,1.100000000000000089e+00,3.399999999999999911e+00
3.261005951000377536e+03,-2.399999999999999911e+00,2.700000000000000178e+00
3.262051070000045002e+03,-2.200000000000000178e+00,3.299999999999999822e+00
3.263017437000293285e+03,-1.800000000000000044e+00,3.100000000000000089e+00
3.264027802000287920e+03,3.399999999999999911e+00,2.100000000000000089e+00
3.279052517000120133e+03,1.259999999999999964e+01,3.100000000000000089e+00
3.373823507000226527e+03,-6.299999999999999822e+00,2.600000000000000089e+00
3.389868374000303447e+03,-1.309999999999999964e+01,2.899999999999999911e+00
3.393844810000155121e+03,-1.390000000000000036e+01,3.100000000000000089e+00
3.593122691000346094e+03,1.490000000000000036e+01,3.399999999999999911e+00
3.608119647000450641e+03,1.000000000000000000e+01,3.100000000000000089e+00
3.609074959000106901e+03,8.199999999999999289e+00,3.200000000000000178e+00
3.634118975000455976e+03,6.999999999999999556e-01,3.100000000000000089e+00
3.719865734999999404e+03,3.299999999999999822e+00,3.700000000000000178e+00
3.745853987000416964e+03,3.500000000000000000e+00,3.000000000000000000e+00
3.999079323000274599e+03,-2.999999999999999889e-01,4.900000000000000355e+00
4.082838431000243872e+03,-3.239999999999999858e+01,6.000000000000000000e+00
4.127773154000286013e+03,-5.400000000000000355e+00,6.500000000000000000e+00
4.777892886999994516e+03,1.119999999999999929e+01,5.299999999999999822e+00
4.832813129000365734e+03,-7.000000000000000000e+00,4.000000000000000000e+00
5.073040168000385165e+03,-1.480000000000000071e+01,5.200000000000000178e+00
5.109993293000385165e+03,9.099999999999999645e+00,4.200000000000000178e+00
5.111023212000261992e+03,5.099999999999999645e+00,4.099999999999999645e+00
5.111989948000293225e+03,3.600000000000000089e+00,3.700000000000000178e+00
5.113020688000135124e+03,-6.999999999999999556e-01,5.000000000000000000e+00
5.114001811000052840e+03,5.599999999999999645e+00,3.899999999999999911e+00
5.134950702000409365e+03,-1.090000000000000036e+01,4.599999999999999645e+00
5.135940563000272959e+03,-2.019999999999999929e+01,5.000000000000000000e+00
5.137948058000300080e+03,-1.590000000000000036e+01,3.000000000000000000e+00
5.138945861000102013e+03,-1.710000000000000142e+01,3.100000000000000089e+00
5.141973990000318736e+03,-1.619999999999999929e+01,3.000000000000000000e+00
5.152967890000436455e+03,9.500000000000000000e+00,2.899999999999999911e+00
5.153974400000181049e+03,9.800000000000000711e+00,3.000000000000000000e+00
5.154908819000236690e+03,9.199999999999999289e+00,4.000000000000000000e+00
5.155906730000395328e+03,1.530000000000000071e+01,3.000000000000000000e+00
5.156914260000456125e+03,1.080000000000000071e+01,2.799999999999999822e+00
5.166921002000104636e+03,1.219999999999999929e+01,3.200000000000000178e+00
5.168873704000376165e+03,4.900000000000000355e+00,3.100000000000000089e+00
5.170892630000133067e+03,6.700000000000000178e+00,3.000000000000000000e+00
5.172880300000309944e+03,-6.299999999999999822e+00,3.299999999999999822e+00
5.173937989000231028e+03,2.100000000000000089e+00,4.099999999999999645e+00
5.193783937000203878e+03,-1.939999999999999858e+01,2.299999999999999822e+00
5.427069542000070214e+03,1.140000000000000036e+01,3.299999999999999822e+00
5.428070447000209242e+03,8.599999999999999645e+00,3.500000000000000000e+00
5.429082212000153959e+03,-4.000000000000000000e+00,3.799999999999999822e+00
5.430081387000158429e+03,6.999999999999999556e-01,3.399999999999999911e+00
5.431060316000133753e+03,3.399999999999999911e+00,2.899999999999999911e+00
5.444012211000081152e+03,-1.390000000000000036e+01,2.799999999999999822e+00
5.446064343000296503e+03,-2.650000000000000000e+01,2.700000000000000178e+00
5.461053703000303358e+03,7.599999999999999645e+00,2.600000000000000089e+00
5.461988958000205457e+03,1.030000000000000071e+01,2.799999999999999822e+00
5.463090641000308096e+03,1.989999999999999858e+01,4.200000000000000178e+00
5.464106824000366032e+03,7.700000000000000178e+00,2.799999999999999822e+00
5.465077196000143886e+03,5.200000000000000178e+00,2.200000000000000178e+00
5.466080225000157952e+03,5.500000000000000000e+00,2.799999999999999822e+00
5.467061212000437081e+03,1.430000000000000071e+01,3.500000000000000000e+00
5.468014836000278592e+03,7.599999999999999645e+00,3.600000000000000089e+00
5.469061855000443757e+03,1.390000000000000036e+01,5.099999999999999645e+00
5.473030011000111699e+03,6.700000000000000178e+00,2.799999999999999822e+00
5.474987426000181586e+03,1.450000000000000000e+01,3.799999999999999822e+00
5.476022987000178546e+03,1.399999999999999911e+00,2.600000000000000089e+00
5.477000700000207871e+03,3.700000000000000178e+00,3.299999999999999822e+00
5.487014936000108719e+03,-1.190000000000000036e+01,3.799999999999999822e+00
5.488041972000151873e+03,-1.330000000000000071e+01,2.399999999999999911e+00
5.493018677000422031e+03,-3.500000000000000000e+00,2.399999999999999911e+00
5.503968079000245780e+03,-1.030000000000000071e+01,2.799999999999999822e+00
5.504957053000107408e+03,-1.130000000000000071e+01,2.299999999999999822e+00
5.505918949000071734e+03,-6.799999999999999822e+00,2.299999999999999822e+00
5.506912860000040382e+03,-7.000000000000000000e+00,2.600000000000000089e+00
5.528907052000053227e+03,1.630000000000000071e+01,2.399999999999999911e+00
5.533883005000185221e+03,1.240000000000000036e+01,3.299999999999999822e+00
5.534933532000053674e+03,3.600000000000000089e+00,2.100000000000000089e+00
5.535890978000126779e+03,9.800000000000000711e+00,2.500000000000000000e+00
5.545844285000115633e+03,6.299999999999999822e+00,2.299999999999999822e+00
5.546891527000349015e+03,5.900000000000000355e+00,2.500000000000000000e+00
5.549830118000041693e+03,2.799999999999999822e+00,2.299999999999999822e+00
5.551927935000043362e+03,7.400000000000000355e+00,2.500000000000000000e+00
5.558812453000340611e+03,1.340000000000000036e+01,2.799999999999999822e+00
5.560880248000379652e+03,2.500000000000000000e+00,2.899999999999999911e+00
5.564782448000274599e+03,-1.519999999999999929e+01,3.500000000000000000e+00
5.565780176000203937e+03,-1.050000000000000000e+01,2.000000000000000000e+00
5.579893059000372887e+03,-2.899999999999999911e+00,2.000000000000000000e+00
5.583785568000283092e+03,1.540000000000000036e+01,2.399999999999999911e+00
5.846053547000046819e+03,-2.600000000000000089e+00,3.399999999999999911e+00
5.847055330000352114e+03,-2.899999999999999911e+00,2.600000000000000089e+00
5.848037789000198245e+03,-6.500000000000000000e+00,2.399999999999999911e+00
5.848970235000364482e+03,-1.100000000000000000e+01,2.500000000000000000e+00
5.962792702000122517e+03,-3.700000000000000178e+00,3.100000000000000089e+00
6.172099032000172883e+03,8.800000000000000711e+00,3.399999999999999911e+00
6.174081860000267625e+03,1.000000000000000000e+00,2.700000000000000178e+00
