time_days,radial_velocity_ms,uncertainty_ms
0.000000000000000000e+00,6.119846040527227160e+02,1.000000000000000000e+00
2.362513999999500811e+02,3.849903146102023470e+02,1.000000000000000000e+00
2.362565999999642372e+02,4.069897611545903260e+02,1.000000000000000000e+00
2.362618999998085201e+02,3.759905410599997140e+02,1.000000000000000000e+00
2.651270999996922910e+02,3.719906416640435509e+02,1.000000000000000000e+00
2.651317999996244907e+02,3.719906416640435509e+02,1.000000000000000000e+00
2.651372999995946884e+02,3.869902643144952776e+02,1.000000000000000000e+00
2.660711999996565282e+02,4.069897611545903260e+02,1.000000000000000000e+00
2.660759999998845160e+02,3.859902894823260340e+02,1.000000000000000000e+00
3.729606999997049570e+02,-3.309916731085199331e+02,1.000000000000000000e+00
3.729760999996215105e+02,-2.759930567163851265e+02,1.000000000000000000e+00
3.729923999998718500e+02,-3.449913209064310990e+02,1.000000000000000000e+00
3.939538999996148050e+02,1.449963522777248670e+02,1.000000000000000000e+00
3.939685999997891486e+02,1.519961761998476675e+02,1.000000000000000000e+00
3.939828999997116625e+02,1.499962264888645223e+02,1.000000000000000000e+00
4.159110999996773899e+02,-2.019949183477937424e+02,1.000000000000000000e+00
4.159143999996595085e+02,-1.799954717595172440e+02,1.000000000000000000e+00
4.339028999996371567e+02,2.989924781770318987e+02,1.000000000000000000e+00
6.191481999997049570e+02,1.119971824686271162e+02,1.000000000000000000e+00
7.499809999996796250e+02,1.799954717815167555e+02,1.000000000000000000e+00
9.602440999997779727e+02,3.499911950940364846e+01,1.000000000000000000e+00
1.060065699999686331e+03,5.739855599895977321e+02,1.000000000000000000e+00
1.418020299999974668e+03,5.969849814170786431e+02,1.000000000000000000e+00
1.478966599999926984e+03,8.999773589843391619e+01,1.000000000000000000e+00
1.712212499999906868e+03,-4.099896860267011789e+01,1.000000000000000000e+00
1.765052299999631941e+03,3.299916986831639321e+01,1.000000000000000000e+00
1.765069499999750406e+03,3.399914469219549318e+01,1.000000000000000000e+00
1.787002499999944121e+03,1.219969308952451286e+02,1.000000000000000000e+00
1.787059599999804050e+03,1.999949681966000981e+00,1.000000000000000000e+00
1.820948399999644607e+03,-2.639933585983566218e+02,1.000000000000000000e+00
1.821955499999690801e+03,3.869902643144952776e+02,1.000000000000000000e+00
1.821977899999823421e+03,3.879902391732770752e+02,1.000000000000000000e+00
2.109162499999627471e+03,-4.639883272327459736e+02,1.000000000000000000e+00
2.109184099999722093e+03,-4.319891322969742191e+02,1.000000000000000000e+00
2.138113699999637902e+03,-2.999924523055624626e+00,1.000000000000000000e+00
2.138135099999606609e+03,-4.999874205163788332e+00,1.000000000000000000e+00
2.390308799999766052e+03,-3.229918743833209192e+02,1.000000000000000000e+00
2.453204799999948591e+03,-2.839928554462314878e+02,1.000000000000000000e+00
2.522956899999640882e+03,-3.489912203034498361e+02,1.000000000000000000e+00
2.808236399999819696e+03,-3.499911951527400333e+02,1.000000000000000000e+00
2.898925099999643862e+03,4.629883523763951416e+02,1.000000000000000000e+00
2.898947899999562651e+03,4.809878996064433068e+02,1.000000000000000000e+00
3.110262437999714166e+03,4.199894337591067739e+01,1.000000000000000000e+00
3.110284937999676913e+03,7.299816354462953427e+01,1.000000000000000000e+00
3.113264138999860734e+03,-1.999949686334600187e+02,1.000000000000000000e+00
3.114291858999989927e+03,4.579884782208193883e+02,1.000000000000000000e+00
3.215119173999875784e+03,-4.349890568118084957e+02,1.000000000000000000e+00
3.215144567999988794e+03,-4.259892832144344652e+02,1.000000000000000000e+00
3.245022784999571741e+03,-4.459887800916521883e+02,1.000000000000000000e+00
3.245045493999961764e+03,-4.619883775509149473e+02,1.000000000000000000e+00
3.256024034999776632e+03,1.129971572980394967e+02,1.000000000000000000e+00
3.256046245999634266e+03,1.039973836930249860e+02,1.000000000000000000e+00
3.256917599999811500e+03,4.129896102387914993e+02,1.000000000000000000e+00
3.256940342999994755e+03,4.139895850572626728e+02,1.000000000000000000e+00
3.272982854999601841e+03,3.629908681321448398e+02,1.000000000000000000e+00
3.273892865999601781e+03,2.099947170946470578e+02,1.000000000000000000e+00
3.274113652999978513e+03,3.799904398756974189e+01,1.000000000000000000e+00
3.274933432999998331e+03,-4.959875222429546398e+02,1.000000000000000000e+00
3.275057796999812126e+03,-4.989874467738261501e+02,1.000000000000000000e+00
3.275882587999571115e+03,7.299816354462953427e+01,1.000000000000000000e+00
3.276042865999974310e+03,2.289942391041397229e+02,1.000000000000000000e+00
3.276932749999687076e+03,3.629908681321448398e+02,1.000000000000000000e+00
3.277040863999631256e+03,3.199919498220588707e+02,1.000000000000000000e+00
3.304886384999845177e+03,-4.779879750703915988e+02,1.000000000000000000e+00
3.340888155999593437e+03,-3.859902894936672055e+02,1.000000000000000000e+00
3.544204509999603033e+03,6.399838993449500180e+01,1.000000000000000000e+00
3.545173664999660105e+03,3.989899624125792457e+02,1.000000000000000000e+00
3.546009243999607861e+03,-2.329941384878860333e+02,1.000000000000000000e+00
3.546021256999578327e+03,-2.309941887760001293e+02,1.000000000000000000e+00
3.546255284999962896e+03,-4.019898869725929558e+02,1.000000000000000000e+00
3.579117114000022411e+03,-1.939951195673522761e+02,1.000000000000000000e+00
3.604985192999709398e+03,2.609934340842610823e+02,1.000000000000000000e+00
3.654959590999875218e+03,1.019974340073031129e+02,1.000000000000000000e+00
3.655973652999848127e+03,-4.769880002325986652e+02,1.000000000000000000e+00
3.686920203999616206e+03,2.789929812396127318e+02,1.000000000000000000e+00
3.696906615999992937e+03,2.889927297090340517e+02,1.000000000000000000e+00
3.835279775999952108e+03,-2.819929058027930751e+02,1.000000000000000000e+00
4.018934080999810249e+03,3.639908429846117883e+02,1.000000000000000000e+00
4.018946638999972492e+03,3.219918994949195508e+02,1.000000000000000000e+00
4.046922611999791116e+03,-4.869877486278074343e+02,1.000000000000000000e+00
4.248230759999714792e+03,-2.649933334630819672e+02,1.000000000000000000e+00
4.345036824999842793e+03,-5.459862644130736271e+02,1.000000000000000000e+00
4.345975112000014633e+03,1.519961761998476675e+02,1.000000000000000000e+00
4.346975112000014633e+03,2.749930818847291789e+02,1.000000000000000000e+00
4.578291673999745399e+03,3.929901134004055621e+02,1.000000000000000000e+00
4.582257311000023037e+03,2.009949434554556547e+02,1.000000000000000000e+00
4.669057217999827117e+03,-3.929901133594627254e+02,1.000000000000000000e+00
4.670065296999644488e+03,-3.149920756357317373e+02,1.000000000000000000e+00
4.981225631999783218e+03,-4.699881763551323957e+02,1.000000000000000000e+00
4.981251650999765843e+03,-4.219893838596422029e+02,1.000000000000000000e+00
5.083048618999775499e+03,-3.829903649609483409e+02,1.000000000000000000e+00
5.083056142000015825e+03,-3.729906165139274208e+02,1.000000000000000000e+00
5.097039543999824673e+03,-5.079872203439077225e+02,1.000000000000000000e+00
5.375189300999976695e+03,-5.159870191067476526e+02,1.000000000000000000e+00
5.376180585999973118e+03,1.499962264888645223e+02,1.000000000000000000e+00
5.380173999999649823e+03,3.459912957511925811e+02,1.000000000000000000e+00
5.422006106999702752e+03,-3.249918240745205935e+02,1.000000000000000000e+00
5.422025111999828368e+03,-3.139921007702965312e+02,1.000000000000000000e+00
