time_days,model_velocity_ms,truth_velocity_ms
1.811967795956227789e+01,2.420782819578070644e+01,2.236032209987590136e+01
1.832125325052872711e+01,2.383204589806101481e+01,2.201762732915710075e+01
1.852282854149517988e+01,2.345342779725990923e+01,2.167254585219623664e+01
1.872440383246162909e+01,2.307207496200759778e+01,2.132515358979932074e+01
1.892597912342807831e+01,2.268808956620003414e+01,2.097552727994268906e+01
1.912755441439453108e+01,2.230157480472126608e+01,2.062374442820705056e+01
1.932912970536098030e+01,2.191263480817283948e+01,2.026988325752875042e+01
1.953070499632743307e+01,2.152137455676905731e+01,1.991402265734124200e+01
1.973228028729388228e+01,2.112789979355498815e+01,1.955624213218104046e+01
1.993385557826033150e+01,2.073231693710696533e+01,1.919662174983282910e+01
2.013543086922678427e+01,2.033473299387537736e+01,1.883524208908933417e+01
2.033700616019323348e+01,1.993525547032740164e+01,1.847218418720176913e+01
2.053858145115968625e+01,1.953399228504886409e+01,1.810752948709696142e+01
2.074015674212613547e+01,1.913105168096245379e+01,1.774135978443727524e+01
2.094173203309258469e+01,1.872654213781579102e+01,1.737375717459927316e+01
2.114330732405903746e+01,1.832057228509409796e+01,1.700480399964668976e+01
2.134488261502548667e+01,1.791325081550516529e+01,1.663458279537274720e+01
2.154645790599193589e+01,1.750468639918583236e+01,1.626317623848612470e+01
2.174803319695838866e+01,1.709498759877238427e+01,1.589066709401394917e+01
2.194960848792483787e+01,1.668426278547324415e+01,1.551713816299417559e+01
2.215118377889129064e+01,1.627262005628059427e+01,1.514267223052824995e+01
2.235275906985773986e+01,1.586016715245047592e+01,1.476735201426387967e+01
2.255433436082418908e+01,1.544701137937657087e+01,1.439126011337583932e+01
2.275590965179064185e+01,1.503325952797762000e+01,1.401447895811116062e+01
2.295748494275709106e+01,1.461901779771315724e+01,1.363709075996324138e+01
2.315906023372354383e+01,1.420439172133663419e+01,1.325917746253719365e+01
2.336063552468999305e+01,1.378948609148642745e+01,1.288082069316701705e+01
2.356221081565644226e+01,1.337440488921399329e+01,1.250210171534234149e+01
2.376378610662289503e+01,1.295925121453574391e+01,1.212310138200089327e+01
2.396536139758934425e+01,1.254412721909492490e+01,1.174390008973967525e+01
2.416693668855579702e+01,1.212913404100826575e+01,1.136457773399575188e+01
2.436851197952224624e+01,1.171437174196822539e+01,1.098521366524482090e+01
2.457008727048869545e+01,1.129993924666339922e+01,1.060588664626290623e+01
2.477166256145514822e+01,1.088593428457431678e+01,1.022667481049407101e+01
2.497323785242159744e+01,1.047245333419382618e+01,9.847655621563902173e+00
2.517481314338804665e+01,1.005959156971567481e+01,9.468905833975917119e+00
2.537638843435449942e+01,9.647442810225836496e+00,9.090501455025123079e+00
2.557796372532094864e+01,9.236099471428072860e+00,8.712517707960056867e+00
2.577953901628740141e+01,8.825652519927135842e+00,8.335028996421591785e+00
2.598111430725385063e+01,8.416191430083436842e+00,7.958108870184305239e+00
2.618268959822029984e+01,8.007804143453368440e+00,7.581829992222630210e+00
2.638426488918675261e+01,7.600577030817651902e+00,7.206264107121929996e+00
2.658584018015320183e+01,7.194594856796854287e+00,6.831482010851027020e+00
2.678741547111965460e+01,6.789940747046824043e+00,6.457553521910392114e+00
2.698899076208610381e+01,6.386696158021559100e+00,6.084547453867148015e+00
2.719056605305255303e+01,5.984940849285464992e+00,5.712531589285475775e+00
2.739214134401900580e+01,5.584752858352360683e+00,5.341572655057979624e+00
2.759371663498545502e+01,5.186208478022850343e+00,4.971736299141464421e+00
2.779529192595190779e+01,4.789382236189100972e+00,4.603087068697410800e+00
2.799686721691835700e+01,4.394346878067939777e+00,4.235688389635418716e+00
2.819844250788480622e+01,4.001173350824671182e+00,3.869602547555044847e+00
2.840001779885125899e+01,3.609930790540899714e+00,3.504890670079545689e+00
2.860159308981770820e+01,3.220686511479470049e+00,3.141612710572399880e+00
2.880316838078416097e+01,2.833505997594246484e+00,2.779827433225383615e+00
2.900474367175061019e+01,2.448452896232788500e+00,2.419592399505185565e+00
2.920631896271705941e+01,2.065589013972106258e+00,2.060963955943054593e+00
2.940789425368351218e+01,1.684974314529487760e+00,1.703997223250503179e+00
2.960946954464996139e+01,1.306666918688622836e+00,1.348746086742093730e+00
2.981104483561641061e+01,9.307231061736631617e-01,9.952631880446549673e-01
3.001262012658286338e+01,5.571973194088331027e-01,6.435999180706959422e-01
3.021419541754931259e+01,1.861421690968869669e-01,2.938064112323148791e-01
3.041577070851576536e+01,-1.823915584528847944e-01,-5.406845912952018551e-02
3.061734599948221458e+01,-5.483548923149559329e-01,-3.999770841267471511e-01
3.081892129044866380e+01,-9.117006663259958898e-01,-7.438731215446292566e-01
3.102049658141511657e+01,-1.272383506921097585e+00,-1.085711496929431696e+00
3.122207187238156578e+01,-1.630359819499344276e+00,-1.425448403573135181e+00
3.142364716334801855e+01,-1.985587773388074240e+00,-1.763041301425682938e+00
3.162522245431446777e+01,-2.338027285477365602e+00,-2.098448914966015266e+00
3.182679774528091698e+01,-2.687640002593875366e+00,-2.431631230064065896e+00
3.202837303624736620e+01,-3.034389282685999945e+00,-2.762549489866324315e+00
3.222994832721381897e+01,-3.378240174886443015e+00,-3.091166189737924341e+00
3.243152361818027174e+01,-3.719159398524661597e+00,-3.417445071295090564e+00
3.263309890914671740e+01,-4.057115321154119769e+00,-3.741351115561561969e+00
3.283467420011317017e+01,-4.392077935661465204e+00,-4.062850535283397235e+00
3.303624949107962294e+01,-4.724018836525925025e+00,-4.381910766436153182e+00
3.323782478204607571e+01,-5.052911195289370383e+00,-4.698500458959069093e+00
3.343940007301252137e+01,-5.378729735303798165e+00,-5.012589466750576150e+00
3.364097536397897414e+01,-5.701450705816045073e+00,-5.324148836959516018e+00
3.384255065494542691e+01,-6.021051855451887036e+00,-5.633150798606145315e+00
3.404412594591187258e+01,-6.337512405154015482e+00,-5.939568750567143951e+00
3.424570123687832535e+01,-6.650813020639176898e+00,-6.243377248958438486e+00
3.444727652784477812e+01,-6.960935784420174244e+00,-6.544551993948989121e+00
3.464885181881122378e+01,-7.267864167454668234e+00,-6.843069816039083264e+00
3.485042710977767655e+01,-7.571583000468733005e+00,-7.138908661835701608e+00
3.505200240074412932e+01,-7.872078445005689318e+00,-7.432047579356817479e+00
3.525357769171058209e+01,-8.169337964250404482e+00,-7.722466702897072821e+00
3.545515298267702775e+01,-8.463350293674261948e+00,-8.010147237485455207e+00
3.565672827364348052e+01,-8.754105411546467153e+00,-8.295071442965829434e+00
3.585830356460993329e+01,-9.041594509353547693e+00,-8.577222617730223320e+00
3.605987885557637895e+01,-9.325809962169865130e+00,-8.856585082134360576e+00
3.626145414654283172e+01,-9.606745299017477535e+00,-9.133144161624038304e+00
3.646302943750928449e+01,-9.884395173251974143e+00,-9.406886169600143788e+00
3.666460472847573016e+01,-1.015875533301184497e+01,-9.677798390049948907e+00
3.686618001944218292e+01,-1.042982259176470272e+01,-9.945869059970863901e+00
3.706775531040863569e+01,-1.069759479898043963e+01,-1.021108735161250358e+01
3.726933060137508136e+01,-1.096207081096538616e+01,-1.047344335456217834e+01
3.747090589234153413e+01,-1.122325046188216824e+01,-1.073292805769778013e+01
3.767248118330798690e+01,-1.148113453498523739e+01,-1.098953333103161256e+01
3.787405647427443967e+01,-1.173572473409657846e+01,-1.124325190746783143e+01
3.807563176524088533e+01,-1.198702365534366265e+01,-1.149407736449512996e+01
3.827720705620733810e+01,-1.223503475918404604e+01,-1.174200410583584642e+01
3.847878234717379087e+01,-1.247976234273591345e+01,-1.198702734307151019e+01
3.868035763814023653e+01,-1.272121151243462833e+01,-1.222914307726440697e+01
3.888193292910668930e+01,-1.295938815703031111e+01,-1.246834808059363198e+01
3.908350822007314207e+01,-1.319429892094764867e+01,-1.270463987802344263e+01
3.928508351103958773e+01,-1.342595117801709748e+01,-1.293801672902093713e+01
3.948665880200604050e+01,-1.365435300559525444e+01,-1.316847760933926992e+01
3.968823409297249327e+01,-1.387951315908460259e+01,-1.339602219288186902e+01
3.988980938393894604e+01,-1.410144104686519029e+01,-1.362065083366230667e+01
4.009138467490539171e+01,-1.432014670564548808e+01,-1.384236454787377824e+01
4.029295996587184447e+01,-1.453564077624536921e+01,-1.406116499608142334e+01
4.049453525683829724e+01,-1.474793447981470251e+01,-1.427705446554985258e+01
4.069611054780474291e+01,-1.495703959449673448e+01,-1.449003585271774952e+01
4.089768583877119568e+01,-1.516296843254184878e+01,-1.470011264583051513e+01
4.109926112973764845e+01,-1.536573381787458814e+01,-1.490728890774146720e+01
4.130083642070409411e+01,-1.556534906412048969e+01,-1.511156925889109814e+01
4.150241171167054688e+01,-1.576182795309340889e+01,-1.531295886047369947e+01
4.170398700263699965e+01,-1.595518471374711922e+01,-1.551146339779959149e+01
4.190556229360344531e+01,-1.614543400159081799e+01,-1.570708906386082404e+01
4.210713758456989808e+01,-1.633259087857189229e+01,-1.589984254310776279e+01
4.230871287553635085e+01,-1.651667079342295352e+01,-1.608973099544281737e+01
4.251028816650280362e+01,-1.669768956247490266e+01,-1.627676204043782704e+01
4.271186345746924928e+01,-1.687566335093333691e+01,-1.646094374178032282e+01
4.291343874843570205e+01,-1.705060865461709341e+01,-1.664228459195386378e+01
4.311501403940215482e+01,-1.722254228215646421e+01,-1.682079349715694150e+01
4.331658933036860049e+01,-1.739148133764811277e+01,-1.699647976246430403e+01
4.351816462133505325e+01,-1.755744320376362566e+01,-1.716935307723466053e+01
4.371973991230150602e+01,-1.772044552530741512e+01,-1.733942350076738492e+01
4.392131520326795169e+01,-1.788050619322104851e+01,-1.750670144821123841e+01
4.412289049423440446e+01,-1.803764332902719758e+01,-1.767119767672729225e+01
4.432446578520085723e+01,-1.819187526971152735e+01,-1.783292327190788029e+01
4.452604107616730289e+01,-1.834322055303413634e+01,-1.799188963445304168e+01
4.472761636713375566e+01,-1.849169790326738294e+01,-1.814810846710572179e+01
4.492919165810020843e+01,-1.863732621735304562e+01,-1.830159176184629288e+01
4.513076694906666120e+01,-1.878012455147401383e+01,-1.845235178734708370e+01
4.533234224003310686e+01,-1.892011210803267218e+01,-1.860040107668687170e+01
4.553391753099955963e+01,-1.905730822303187466e+01,-1.874575241532529901e+01
4.573549282196601240e+01,-1.919173235384941734e+01,-1.888841882933662220e+01
4.593706811293245806e+01,-1.932340406740171446e+01,-1.902841357390228794e+01
4.613864340389891083e+01,-1.945234302868822596e+01,-1.916575012206126516e+01
4.634021869486536360e+01,-1.957856898971040138e+01,-1.930044215371690086e+01
4.654179398583180927e+01,-1.970210177875821245e+01,-1.943250354489894249e+01
4.674336927679826204e+01,-1.982296129005647600e+01,-1.956194835727913883e+01
4.694494456776471480e+01,-1.994116747376502374e+01,-1.968879082793846180e+01
4.714651985873116757e+01,-2.005674032632422055e+01,-1.981304535938405564e+01
4.734809514969761324e+01,-2.016969988113973145e+01,-1.993472650981367167e+01
4.754967044066406601e+01,-2.028006619959810664e+01,-2.005384898362537882e+01
4.775124573163051878e+01,-2.038785936240746821e+01,-2.017042762216973273e+01
4.795282102259696444e+01,-2.049309946125422144e+01,-2.028447739474219702e+01
4.815439631356341721e+01,-2.059580659077011688e+01,-2.039601338981280776e+01
4.835597160452986998e+01,-2.069600084080166269e+01,-2.050505080649016065e+01
4.855754689549631564e+01,-2.079370228897492723e+01,-2.061160494621701034e+01
4.875912218646276841e+01,-2.088893099354802629e+01,-2.071569120469413505e+01
4.896069747742922118e+01,-2.098170698654536892e+01,-2.081732506402943628e+01
4.916227276839566684e+01,-2.107205026716581386e+01,-2.091652208510904387e+01
4.936384805936211961e+01,-2.115998079545732580e+01,-2.101329790018708366e+01
4.956542335032857238e+01,-2.124551848625239359e+01,-2.110766820569068969e+01
4.976699864129502515e+01,-2.132868320335671086e+01,-2.119964875523692527e+01
4.996857393226147082e+01,-2.140949475398422308e+01,-2.128925535285804571e+01
5.017014922322792359e+01,-2.148797288343217460e+01,-2.137650384643169232e+01
5.037172451419437635e+01,-2.156413726998964009e+01,-2.146141012131229076e+01
5.057329980516082202e+01,-2.163800752007266581e+01,-2.154399009416027511e+01
5.077487509612727479e+01,-2.170960316358024755e+01,-2.162425970696539324e+01
5.097645038709372756e+01,-2.177894364946422101e+01,-2.170223492126050147e+01
5.117802567806017322e+01,-2.184604834150722397e+01,-2.177793171252227111e+01
5.137960096902662599e+01,-2.191093651430276523e+01,-2.185136606475508714e+01
5.158117625999307876e+01,-2.197362734943090246e+01,-2.192255396525455069e+01
5.178275155095953153e+01,-2.203413993182453723e+01,-2.199151139954694756e+01
5.198432684192597719e+01,-2.209249324631955602e+01,-2.205825434650100902e+01
5.218590213289242996e+01,-2.214870617438394262e+01,-2.212279877360838753e+01
5.238747742385888273e+01,-2.220279749102017774e+01,-2.218516063242926961e+01
5.258905271482532839e+01,-2.225478586183496787e+01,-2.224535585419939565e+01
5.279062800579178116e+01,-2.230468984027194423e+01,-2.230340034559515061e+01
5.299220329675823393e+01,-2.235252786500118205e+01,-2.235930998465292774e+01
5.319377858772467960e+01,-2.239831825746119520e+01,-2.241310061683948618e+01
5.339535387869113237e+01,-2.244207921954802742e+01,-2.246478805126962897e+01
5.359692916965758513e+01,-2.248382883144654087e+01,-2.251438805706788671e+01
5.379850446062403080e+01,-2.252358504959966723e+01,-2.256191635987068267e+01
5.400007975159048357e+01,-2.256136570481030290e+01,-2.260738863846570368e+01
5.420165504255693634e+01,-2.259718850047180183e+01,-2.265082052156502357e+01
5.440323033352338911e+01,-2.263107101092253615e+01,-2.269222758470874624e+01
5.460480562448983477e+01,-2.266303067992012998e+01,-2.273162534729591400e+01
5.480638091545628754e+01,-2.269308481923128440e+01,-2.276902926973941277e+01
5.500795620642274031e+01,-2.272125060733302249e+01,-2.280445475074171569e+01
5.520953149738918597e+01,-2.274754508822141119e+01,-2.283791712468838853e+01
5.541110678835563874e+01,-2.277198517032392644e+01,-2.286943165915620213e+01
5.561268207932209151e+01,-2.279458762551158557e+01,-2.289901355253284265e+01
5.581425737028853717e+01,-2.281536908820725529e+01,-2.292667793174527091e+01
5.601583266125498994e+01,-2.283434605458642963e+01,-2.295243985009374299e+01
5.621740795222144271e+01,-2.285153488186726278e+01,-2.297631428518861441e+01
5.641898324318789548e+01,-2.286695178768611569e+01,-2.299831613698712118e+01
5.662055853415434115e+01,-2.288061284955569619e+01,-2.301846022592730989e+01
5.682213382512079392e+01,-2.289253400440227537e+01,-2.303676129115640947e+01
5.702370911608724668e+01,-2.290273104817912397e+01,-2.305323398885094122e+01
5.722528440705369235e+01,-2.291121963555301733e+01,-2.306789289062592374e+01
5.742685969802014512e+01,-2.291801527966092777e+01,-2.308075248203062557e+01
5.762843498898659789e+01,-2.292313335193403745e+01,-2.309182716112829681e+01
5.783001027995304355e+01,-2.292658908198640333e+01,-2.310113123715740713e+01
5.803158557091949632e+01,-2.292839755756548215e+01,-2.310867892927195655e+01
5.823316086188594909e+01,-2.292857372456201759e+01,-2.311448436535847506e+01
5.843473615285239475e+01,-2.292713238707672829e+01,-2.311856158092741609e+01
5.863631144381884752e+01,-2.292408820754139853e+01,-2.312092451807659543e+01
5.883788673478530029e+01,-2.291945570689197709e+01,-2.312158702452450498e+01
5.903946202575175306e+01,-2.291324926479144608e+01,-2.312056285271128431e+01
5.924103731671819872e+01,-2.290548311990018249e+01,-2.311786565896523626e+01
5.944261260768465149e+01,-2.289617137019175885e+01,-2.311350900273279763e+01
5.964418789865110426e+01,-2.288532797331203739e+01,-2.310750634586991126e+01
5.984576318961754993e+01,-2.287296674697955368e+01,-2.309987105199286361e+01
6.004733848058400270e+01,-2.285910136942534265e+01,-2.309061638588655185e+01
6.024891377155045546e+01,-2.284374537987021370e+01,-2.307975551296837935e+01
6.045048906251690113e+01,-2.282691217903772340e+01,-2.306730149880591796e+01
6.065206435348335390e+01,-2.280861502970109100e+01,-2.305326730868641505e+01
6.085363964444980667e+01,-2.278886705726234396e+01,-2.303766580723659274e+01
6.105521493541625944e+01,-2.276768125036212354e+01,-2.302050975809083155e+01
6.125679022638270510e+01,-2.274507046151838097e+01,-2.300181182360615750e+01
6.145836551734915787e+01,-2.272104740779280618e+01,-2.298158456462239840e+01
6.165994080831561064e+01,-2.269562467148297813e+01,-2.295984044026592841e+01
6.186151609928205630e+01,-2.266881470083947292e+01,-2.293659180779538787e+01
6.206309139024850907e+01,-2.264062981080584791e+01,-2.291185092248797162e+01
6.226466668121496184e+01,-2.261108218378092971e+01,-2.288562993756475095e+01
6.246624197218140750e+01,-2.258018387040134201e+01,-2.285794090415360102e+01
6.266781726314786027e+01,-2.254794679034378646e+01,-2.282879577128841220e+01
6.286939255411431304e+01,-2.251438273314533589e+01,-2.279820638594313920e+01
6.307096784508075871e+01,-2.247950335904093677e+01,-2.276618449309945902e+01
6.327254313604721148e+01,-2.244332019981685988e+01,-2.273274173584670876e+01
6.347411842701366425e+01,-2.240584465967907590e+01,-2.269788965551287419e+01
6.367569371798011701e+01,-2.236708801613553632e+01,-2.266163969182545657e+01
6.387726900894656268e+01,-2.232706142089150347e+01,-2.262400318310095670e+01
6.407884429991301545e+01,-2.228577590075666137e+01,-2.258499136646195993e+01
6.428041959087946111e+01,-2.224324235856354548e+01,-2.254461537808062488e+01
6.448199488184590678e+01,-2.219947157409608351e+01,-2.250288625344750670e+01
6.468357017281236665e+01,-2.215447420502746212e+01,-2.245981492766473409e+01
6.488514546377881231e+01,-2.210826078786674387e+01,-2.241541223576247788e+01
6.508672075474525798e+01,-2.206084173891310840e+01,-2.236968891303771301e+01
6.528829604571171785e+01,-2.201222735521723806e+01,-2.232265559541440325e+01
6.548987133667816352e+01,-2.196242781554914103e+01,-2.227432281982409279e+01
6.569144662764460918e+01,-2.191145318137153453e+01,-2.222470102460604124e+01
6.589302191861106905e+01,-2.185931339781827987e+01,-2.217380054992608152e+01
6.609459720957751472e+01,-2.180601829467724428e+01,-2.212163163821330158e+01
6.629617250054396038e+01,-2.175157758737697478e+01,-2.206820443461374026e+01
6.649774779151042026e+01,-2.169600087797649479e+01,-2.201352898746032594e+01
6.669932308247686592e+01,-2.163929765615796796e+01,-2.195761524875834070e+01
6.690089837344331158e+01,-2.158147730022109556e+01,-2.190047307468552873e+01
6.710247366440977146e+01,-2.152254907807991202e+01,-2.184211222610628056e+01
6.730404895537621712e+01,-2.146252214825986826e+01,-2.178254236909915420e+01
6.750562424634266279e+01,-2.140140556089623658e+01,-2.172177307549704040e+01
6.770719953730912266e+01,-2.133920825873245519e+01,-2.165981382343926498e+01
6.790877482827556832e+01,-2.127593907811855445e+01,-2.159667399793520559e+01
6.811035011924201399e+01,-2.121160675000895779e+01,-2.153236289143860205e+01
6.831192541020847386e+01,-2.114621990095912807e+01,-2.146688970443196354e+01
6.851350070117491953e+01,-2.107978705412128306e+01,-2.140026354602089143e+01
6.871507599214136519e+01,-2.101231663023826357e+01,-2.133249343453708846e+01
6.891665128310782507e+01,-2.094381694863547594e+01,-2.126358829815023554e+01
6.911822657407427073e+01,-2.087429622821057507e+01,-2.119355697548779460e+01
6.931980186504073060e+01,-2.080376258842059656e+01,-2.112240821626228282e+01
6.952137715600717627e+01,-2.073222405026620052e+01,-2.105015068190576955e+01
6.972295244697362193e+01,-2.065968853727281740e+01,-2.097679294621089241e+01
6.992452773794008181e+01,-2.058616387646848978e+01,-2.090234349597805519e+01
7.012610302890652747e+01,-2.051165779935800160e+01,-2.082681073166847696e+01
7.032767831987297313e+01,-2.043617794289333034e+01,-2.075020296806244247e+01
7.052925361083943301e+01,-2.035973185043992828e+01,-2.067252843492260794e+01
7.073082890180587867e+01,-2.028232697273880802e+01,-2.059379527766186158e+01
7.093240419277232434e+01,-2.020397066886430792e+01,-2.051401155801532994e+01
7.113397948373878421e+01,-2.012467020717709332e+01,-2.043318525471637770e+01
7.133555477470522987e+01,-2.004443276627260673e+01,-2.035132426417594331e+01
7.153713006567167554e+01,-1.996326543592438085e+01,-2.026843640116524270e+01
7.173870535663813541e+01,-1.988117521802233512e+01,-2.018452939950126535e+01
7.194028064760458108e+01,-1.979816902750624763e+01,-2.009961091273486744e+01
7.214185593857102674e+01,-1.971425369329312716e+01,-2.001368851484120626e+01
7.234343122953748662e+01,-1.962943595920016193e+01,-1.992676970091208588e+01
7.254500652050393228e+01,-1.954372248486117769e+01,-1.983886188785031379e+01
7.274658181147037794e+01,-1.945711984663804728e+01,-1.974997241506521917e+01
7.294815710243683782e+01,-1.936963453852634132e+01,-1.966010854516975570e+01
7.314973239340328348e+01,-1.928127297305477938e+01,-1.956927746467842866e+01
7.335130768436972915e+01,-1.919204148217924200e+01,-1.947748628470619892e+01
7.355288297533618902e+01,-1.910194631817057953e+01,-1.938474204166781689e+01
7.375445826630263468e+01,-1.901099365449653433e+01,-1.929105169797773911e+01
7.395603355726909456e+01,-1.891918958669740292e+01,-1.919642214275010872e+01
7.415760884823554022e+01,-1.882654013325591080e+01,-1.910086019249888167e+01
7.435918413920198589e+01,-1.873305123646064274e+01,-1.900437259183767935e+01
7.456075943016844576e+01,-1.863872876326337646e+01,-1.890696601417944933e+01
7.476233472113489142e+01,-1.854357850613023118e+01,-1.880864706243562168e+01
7.496391001210133709e+01,-1.844760618388666984e+01,-1.870942226971455113e+01
7.516548530306779696e+01,-1.835081744255587211e+01,-1.860929810001932339e+01
7.536706059403424263e+01,-1.825321785619133763e+01,-1.850828094894462339e+01
7.556863588500068829e+01,-1.815481292770285293e+01,-1.840637714437248462e+01
7.577021117596714817e+01,-1.805560808967626585e+01,-1.830359294716709329e+01
7.597178646693359383e+01,-1.795560870518693619e+01,-1.819993455186805775e+01
7.617336175790003949e+01,-1.785482006860713255e+01,-1.809540808738262641e+01
7.637493704886649937e+01,-1.775324740640684595e+01,-1.799001961767613622e+01
7.657651233983294503e+01,-1.765089587794835424e+01,-1.788377514246115041e+01
7.677808763079939069e+01,-1.754777057627489611e+01,-1.777668059788474864e+01
7.697966292176585057e+01,-1.744387652889289342e+01,-1.766874185721419011e+01
7.718123821273229623e+01,-1.733921869854769682e+01,-1.755996473152081805e+01
7.738281350369874190e+01,-1.723380198399370400e+01,-1.745035497036195338e+01
7.758438879466520177e+01,-1.712763122075803324e+01,-1.733991826246090540e+01
7.778596408563164744e+01,-1.702071118189808629e+01,-1.722866023638502497e+01
7.798753937659809310e+01,-1.691304657875299355e+01,-1.711658646122161898e+01
7.818911466756455297e+01,-1.680464206168925401e+01,-1.700370244725173663e+01
7.839068995853099864e+01,-1.669550222084028235e+01,-1.689001364662199123e+01
7.859226524949745851e+01,-1.658563158683989158e+01,-1.677552545401388784e+01
7.879384054046390418e+01,-1.647503463155000603e+01,-1.666024320731116148e+01
7.899541583143034984e+01,-1.636371576878254075e+01,-1.654417218826466751e+01
7.919699112239680971e+01,-1.625167935501542260e+01,-1.642731762315519717e+01
7.939856641336325538e+01,-1.613892969010276346e+01,-1.630968468345367128e+01
7.960014170432970104e+01,-1.602547101797978257e+01,-1.619127848647931245e+01
7.980171699529616092e+01,-1.591130752736161114e+01,-1.607210409605518109e+01
8.000329228626260658e+01,-1.579644335243674647e+01,-1.595216652316160122e+01
8.020486757722905224e+01,-1.568088257355514159e+01,-1.583147072658691101e+01
8.040644286819551212e+01,-1.556462921791051457e+01,-1.571002161357613858e+01
8.060801815916195778e+01,-1.544768726021757388e+01,-1.558782404047707004e+01
8.080959345012840345e+01,-1.533006062338405684e+01,-1.546488281338402260e+01
8.101116874109486332e+01,-1.521175317917701975e+01,-1.534120268877923365e+01
8.121274403206130899e+01,-1.509276874888456277e+01,-1.521678837417180929e+01
8.141431932302775465e+01,-1.497311110397209077e+01,-1.509164452873447004e+01
8.161589461399421452e+01,-1.485278396673368917e+01,-1.496577576393768183e+01
8.181746990496066019e+01,-1.473179101093853305e+01,-1.483918664418176903e+01
8.201904519592710585e+01,-1.461013586247238649e+01,-1.471188168742642333e+01
8.222062048689356573e+01,-1.448782209997472492e+01,-1.458386536581816628e+01
8.242219577786001139e+01,-1.436485325547043246e+01,-1.445514210631525742e+01
8.262377106882645705e+01,-1.424123281499731775e+01,-1.432571629131071234e+01
8.282534635979291693e+01,-1.411696421922928835e+01,-1.419559225925276991e+01
8.302692165075936259e+01,-1.399205086409478227e+01,-1.406477430526341621e+01
8.322849694172580826e+01,-1.386649610139036426e+01,-1.393326668175458138e+01
8.343007223269226813e+01,-1.374030323939134846e+01,-1.380107359904238251e+01
8.363164752365871379e+01,-1.361347554345690014e+01,-1.366819922595923131e+01
8.383322281462517367e+01,-1.348601623663141780e+01,-1.353464769046377825e+01
8.403479810559161933e+01,-1.335792850024251166e+01,-1.340042308024913709e+01
8.423637339655806500e+01,-1.322921547449416479e+01,-1.326552944334887840e+01
8.443794868752452487e+01,-1.309988025905657594e+01,-1.312997078874133905e+01
8.463952397849097053e+01,-1.296992591365204461e+01,-1.299375108695195991e+01
8.484109926945741620e+01,-1.283935545863723959e+01,-1.285687427065384725e+01
8.504267456042387607e+01,-1.270817187558202477e+01,-1.271934423526658264e+01
8.524424985139032174e+01,-1.257637810784473587e+01,-1.258116483955343057e+01
8.544582514235676740e+01,-1.244397706114367708e+01,-1.244233990621667374e+01
8.564740043332322728e+01,-1.231097160412621960e+01,-1.230287322249169790e+01
8.584897572428967294e+01,-1.217736456893385366e+01,-1.216276854073928249e+01
8.605055101525611860e+01,-1.204315875176445161e+01,-1.202202957903650926e+01
8.625212630622257848e+01,-1.190835691343179192e+01,-1.188066002176629254e+01
8.645370159718902414e+01,-1.177296177992186799e+01,-1.173866352020567660e+01
8.665527688815546981e+01,-1.163697604294644705e+01,-1.159604369311264094e+01
8.685685217912192968e+01,-1.150040236049404285e+01,-1.145280412731182551e+01
8.705842747008837534e+01,-1.136324335737825564e+01,-1.130894837827924704e+01
8.726000276105482101e+01,-1.122550162578353472e+01,-1.116447997072572917e+01
8.746157805202128088e+01,-1.108717972580864242e+01,-1.101940239917943565e+01
8.766315334298772655e+01,-1.094828018600787622e+01,-1.087371912856762357e+01
8.786472863395417221e+01,-1.080880550393008654e+01,-1.072743359479728475e+01
8.806630392492063208e+01,-1.066875814665529454e+01,-1.058054920533522214e+01
8.826787921588707775e+01,-1.052814055133000259e+01,-1.043306933978753825e+01
8.846945450685353762e+01,-1.038695512570001078e+01,-1.028499735047804187e+01
8.867102979781998329e+01,-1.024520424864172696e+01,-1.013633656302681629e+01
8.887260508878642895e+01,-1.010289027069202739e+01,-9.987090276927716559e+00
8.907418037975288883e+01,-9.960015514576188167e+00,-9.837261766125877216e+00
8.927575567071933449e+01,-9.816582275734605290e+00,-9.686854279594841799e+00
8.947733096168578015e+01,-9.672592822848368854e+00,-9.535871041913390300e+00
8.967890625265224003e+01,-9.528049398363148015e+00,-9.384315253842526516e+00
8.988048154361868569e+01,-9.382954219012408004e+00,-9.232190092902142098e+00
9.008205683458513136e+01,-9.237309476339733649e+00,-9.079498713947939947e+00
9.028363212555159123e+01,-9.091117337219539962e+00,-8.926244249748465975e+00
9.048520741651803689e+01,-8.944379944378232139e+00,-8.772429811562432178e+00
9.068678270748448256e+01,-8.797099416913457759e+00,-8.618058489716409198e+00
9.088835799845094243e+01,-8.649277850813872348e+00,-8.463133354182733825e+00
9.108993328941738810e+01,-8.500917319477901302e+00,-8.307657455158389936e+00
9.129150858038383376e+01,-8.352019874232416541e+00,-8.151633823644081289e+00
9.149308387135029363e+01,-8.202587544851384749e+00,-7.995065472024327491e+00
9.169465916231673930e+01,-8.052622340074194085e+00,-7.837955394648346896e+00
9.189623445328318496e+01,-7.902126248124329067e+00,-7.680306568411660706e+00
9.209780974424964484e+01,-7.751101237228160912e+00,-7.522121953339135914e+00
9.229938503521609050e+01,-7.599549256134014996e+00,-7.363404493168761888e+00
9.250096032618253616e+01,-7.447472234631828059e+00,-7.204157115936999034e+00
9.270253561714899604e+01,-7.294872084073274365e+00,-7.044382734565221682e+00
